"id","course_id","question","answer","faq_position","added_date","modified_date","status","question_tag"
"10298","92","How are online MCQ tests executed? Can I give the monthly tests and the final exam at home? Or do I need to go to an online centre?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-c7626a8e-7fff-43dd-bb0f-ff64df58edd4""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The online MCQ is executed on the Learning Management System. You do not have to go to any special centres to give the test or exam. You can attempt the test by logging on to the online Learning Management System from your home or anywhere you wish. We recommend using a computer while giving these tests, as mobile phones are unreliable for giving tests.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-c7626a8e-7fff-43dd-bb0f-ff64df58edd4""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Students should finish the MCQ test within the stipulated time in one sitting.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-c7626a8e-7fff-43dd-bb0f-ff64df58edd4""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Please visit the course page to know MCQ test fees and guidelines.</strong></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10299","92","What payment methods do you accept?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-77f05993-7fff-a52e-19d3-2689173c8298""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You can use any of the following methods to pay for the course.</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<ul dir=""ltr"">
	<li role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre; line-height: 1.38; background-color: rgb(255, 255, 255); margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-77f05993-7fff-a52e-19d3-2689173c8298""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Online payment through Razorpay - Credit Card, Debit Card, Netbanking, Amex &amp; UPI</span></span><span><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> </span></span></li>
	<li role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre; line-height: 1.38; background-color: rgb(255, 255, 255); margin-top: 0pt; margin-bottom: 0pt;""><span><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">International students can use Razorpay or Paypal</span></span></li>
	<li role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre; line-height: 1.38; background-color: rgb(255, 255, 255); margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-77f05993-7fff-a52e-19d3-2689173c8298""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">NEFT/ RTGS (online through your bank account) or offline&nbsp;</span></span></li>
</ul>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-77f05993-7fff-a52e-19d3-2689173c8298""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">For further details on making payments, please visit our enrolment page or call on +91 11 40845203 for assistance.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10302","92","Would Live classes start from Module 1?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-370a2600-7fff-ad58-d39f-68cd11a2d556""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Please do not expect us to teach you like college courses. Those are not effective. Our focus is on giving you a realistic experience of doing legal work. Hence you will get different exercises and assignments every week and all relevant material to solve them. Please do not worry that you have not read other associated concepts. We are recreating the experience of working in a law firm or in-house legal department, and we found that this is the kind of training that works best. Live classes will relate to the week&rsquo;s assignments. You can read the modules from module 1, but we advise you to follow the courses according to where the assignments take you. By the end of the month, you would have covered all the syllabus and retained everything. </span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-44b14f1b-7fff-83fe-3d5f-411f2ecd066d""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">If it feels complicated and challenging midway, do not worry. The course is designed like this. You need to stick to it, hold on for dear life and ride along as you ride a roller coaster. Our responsibility is that you are satisfied and get all the results that you were promised by the end. If you are not, you can hold us responsible. But please, please trust the course design and stick to it until the course gets over.</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 02:09:00","A","0"
"10303","92","Are there any discounts available?","<p style=""text-align: justify;""><span id=""docs-internal-guid-352b3ab0-7fff-9d73-6bc3-d1f2b7de6d97""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">No, there are no discounts available. We do not believe in discounts and never give one. Prices have only increased over time and not decreased.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10304","92","How is the course administered?","<p dir=""ltr"" style=""text-align: justify;line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-4a4199ac-7fff-4cc9-53fa-66b69314d1c2""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The course starts on the commencement date for your batch. You would get access to all the study materials on the online learning management system, which you can view on your computer or mobile phone (Android &amp; iOS). The study materials cannot be downloaded or printed. </span></span><span id=""docs-internal-guid-2eb95b4a-7fff-c9a3-f06b-d2721c368694""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You will have the access to the study materials for three months from your batch commencement date.</span></span></p>

<p dir=""ltr"" style=""text-align: justify;line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-4a4199ac-7fff-4cc9-53fa-66b69314d1c2"">&nbsp;</span></p>

<p dir=""ltr"" style=""text-align: justify;line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-4a4199ac-7fff-4cc9-53fa-66b69314d1c2""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Every week, you will be given exercises to perform, which we will discuss in a live online classroom.</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 02:07:56","A","0"
"10305","92","What are the passing criteria?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-e9533367-7fff-0d9d-8a35-793e72867cef""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The passing criteria for any course are 40% of the total marks and completion of weekly exercises, articles/assignments as mentioned in the course guidelines. </span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-7bc7b090-7fff-69fd-0b28-e9f78f4544e3""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Please check the passing criteria section on the course page for more details.</strong></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10306","92","What if a person fails to pass the course?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-a04a65dc-7fff-f91c-fe64-f18745ce4cb4""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You can attempt the MCQ test only once.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-a04a65dc-7fff-f91c-fe64-f18745ce4cb4"">&nbsp;</span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-a04a65dc-7fff-f91c-fe64-f18745ce4cb4""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">If you fail in a course, you can request a re-examination once again. You can re-submit the required exercises and articles with a deduction of 3 marks.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-a04a65dc-7fff-f91c-fe64-f18745ce4cb4"">&nbsp;</span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-a04a65dc-7fff-f91c-fe64-f18745ce4cb4""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">For exercises that you have already submitted, and you do not wish to re-attempt, your marks will remain the same. We will give you some additional exercises to attempt to increase your chances of completing the course successfully. It will also enhance your learning.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10307","92","How do I clear my doubts online?","<p dir=""ltr"" style=""line-height: 1.896; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-f479c738-7fff-dd59-50be-e098b7f0ec27""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">If you have any doubt or question relating to the content, please write on the discussion forum of the LawSikho platform itself. Our concerned experts will respond to you within 24 to 48 working hours. You can also write your queries to </span><span style=""color:rgb(74, 110, 224); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">support@lawsikho.com</span><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">. Our concerned executives will support you to get your questions resolved within 24 working hours.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10309","92","What are the days and timings of Classes?","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><span style=""background-color:transparent; color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We ensure that class timings enable a maximum number of students to participate and take out time from work or college while at the same time they are feasible for experts. </span></span></p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><strong style=""background-color:transparent; color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Classes will be of 1-hour duration and will be held in any of the following time slots: </strong></span></p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<ul dir=""ltr"">
	<li style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><span style=""background-color:transparent; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Saturdays: 7:00 pm - 10:00 pm IST </span></span></li>
	<li style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><span style=""background-color:transparent; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Sundays: 10:00 am - 8:00 pm IST </span></span></li>
</ul>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><span style=""background-color:transparent; color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You will be informed of the class timings for the relevant week at least 48 hours before the class via email notifications and WhatsApp messages. We will also add it to your Google calendar. </span></span></p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span><span style=""background-color:transparent; color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will ensure we have fixed timing for this class to schedule your day well in advance according to it as far as possible.</span></span></p>

<p><span id=""docs-internal-guid-3504a0e9-7fff-4048-ec22-9c4a1ffd2837""><span style=""background-color:transparent; color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Recordings of class sessions will be made available on the online learning management system for accessing within 48 hours of the session conducted.</span></span></p>

<div id=""gtx-trans"" style=""position: absolute; left: 38px; top: 233px;"">
<div class=""gtx-trans-icon"">&nbsp;</div>
</div>",NULL,"2021-04-12 03:34:02","2021-10-19 05:45:24","A","0"
"10310","92","How do I get my LawSikho certificate after completing the course?","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-9234fd3a-7fff-bd35-fddd-622d82285931""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Those who complete the course successfully will be awarded a LawSikho certificate. The certificate will reach you within 45 (forty five) days of course completion. </span></span></p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-9234fd3a-7fff-bd35-fddd-622d82285931""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Please check the course guidelines for more details.</strong></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 02:05:58","A","0"
"10311","92","I am likely to have a busy schedule this year because of academics, co-curricular activities or enrollment in other courses like the CS course. Will this course be very demanding or time-consuming?","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-9dd07589-7fff-feb6-5751-326852637be2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The course is designed keeping in mind the schedule of practising lawyers, working professionals, entrepreneurs and full-time students. The learnings are well spread out over a long period. There would be a specific learning objective every week, accompanied by assignments. It takes about 8-10 hours for a person of average intelligence to complete all course activities every week. You need to take this course one week at a time.&nbsp;</span></span></p>

<p><span id=""docs-internal-guid-9dd07589-7fff-feb6-5751-326852637be2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We do not guarantee that you will pass the course without putting in reasonable effort or attention. Still, the exact amount of time you would need to dedicate depends on your ability to grasp the material.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10312","92","Is it possible for a person who doesn't know the law to study independently with the material given?","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-568cd727-7fff-82bb-28b8-55c9fc4a5dae""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, knowledge of the law is not a prerequisite for deriving value from the course. It is possible that what you learn in this course is entirely independent of any other course you have probably pursued or are pursuing. The course is designed keeping in mind that there will be many non-lawyers taking up this course. The only knowledge we assume is what one would expect to know after completing higher secondary school. All modules are reviewed from a high school graduate&#39;s perspective and ensured that they are effortless to understand.&nbsp;</span></span></p>

<p><span id=""docs-internal-guid-568cd727-7fff-82bb-28b8-55c9fc4a5dae""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You only require knowledge of the English language and basic computer skills to understand the concepts.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10313","92","Is there placement or internship assistance for candidates who enrol in the course?","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-8f52ec11-7fff-4f66-db9b-42d34e0354f1""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">An active placement assistance program is available to students, including CV-writing, career guidance, and sharing of relevant job and internship opportunities. Job and internship opportunities will be shared with students on the WhatsApp group from time to time. Students who complete the exercises and perform well in those exercises and classes can be recommended to law firms, lawyers chambers and companies for jobs and internships. However, we do not guarantee any job or internship.</span></span></p>

<p><span id=""docs-internal-guid-8f52ec11-7fff-4f66-db9b-42d34e0354f1""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We have also started a career clinic for the benefit of our students. Students can visit our office in Delhi or seek career-related insights over phone or video calls on pre-designated days. More than 2000 positions have been shared with our students to date, and hundreds have got placements and internships through us. Our students have been placed in various law firms and other organisations as full-time employees and have obtained multiple opportunities for internships under the programme. How many opportunities you get will depend on your efforts in the course, and if you do the course well, you will be able to find jobs on your own.&nbsp;</span></span></p>

<p><span id=""docs-internal-guid-8f52ec11-7fff-4f66-db9b-42d34e0354f1""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will also provide you with a career development course free of cost if you need it. Just ask our customer support if and when you need it after participating in at least three months of classes.</span></span></p>

<p><span id=""docs-internal-guid-8f52ec11-7fff-4f66-db9b-42d34e0354f1""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We also help you enhance your CV by writing and publishing articles and giving you networking exercises and coaching to build your professional network. Creating your professional network can make excellent opportunities available to you that you cannot even imagine today.&nbsp;</span></span></p>

<p><span id=""docs-internal-guid-8f52ec11-7fff-4f66-db9b-42d34e0354f1""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">For more details, please see the placement assistance guidelines given on the course page.</strong></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10314","92","What is unique about LawSikho courses? Why should I not take up any other online law course provided by other websites or a University, especially if it is significantly cheaper?","<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">How the courses are created, and its philosophy</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - We aim to create extraordinary lawyers and support the legal industry. You will find no other course which is as practical, provides as much personal attention to every student, or as many opportunities.&nbsp;</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Syllabus, coverage and approach to issues</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - We do not spoon-feed you but give you experience what you will experience when you work at top law firms or big in-house legal departments. You will be prepared for the best and the worst. You will learn to deal with any legal issues, even those we didn&rsquo;t teach you about, because that is how our course is designed.</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Live Exercises</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - Pilots are put on simulators to practice flying before they are given an actual aircraft to fly. That is how our courses work as well. Even before you start dealing with real-life cases and matters, we train you to do such work through simulation exercises. This experience is invaluable for ambitious lawyers. Think of our courses like an online gym or a martial arts dojo for learning legal skills that will make you amazingly successful.&nbsp;</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Personalized support</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - you can ask questions in the learning management system, interact with us on WhatsApp groups and even call us when you are struggling. We are here to work with you to make you succeed.</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Placement assistance</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - Do you know any other course where you get this level of placement assistance? Law firms and companies love to hire our students because it is tough to find such highly-trained talent. Ask our graduate students! Also, we make you write articles, publish, and enhance your CV and network with many people. This provides you with next-level opportunities in your career.</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(14, 16, 26); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height:1.38;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-03fe79d6-7fff-4abb-0112-51dc6ab3dd3a""><strong style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Doubt-clearing weekly exercises</strong><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> - Doubts are cleared every week. If you can&rsquo;t wait, post your doubts inside the module itself, our experts reply within one working day.&nbsp;</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10315","92","What will be the grading system?","<p><span id=""docs-internal-guid-71641a3c-7fff-d595-cd8d-7d3002f52c8f""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Grading system: Students will be graded according to the following grading system:</span></span></p>

<table align=""center"" border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:5cm"">
	<tbody>
		<tr>
			<td style=""text-align: center;""><strong>Grade</strong></td>
			<td style=""text-align: center;""><strong>Percentage</strong></td>
		</tr>
		<tr>
			<td style=""text-align: center;""><strong>F (Fail)</strong></td>
			<td style=""text-align: center;"">&lt;40</td>
		</tr>
		<tr>
			<td style=""text-align: center;""><strong>C+</strong></td>
			<td style=""text-align: center;"">41 to 59</td>
		</tr>
		<tr>
			<td style=""text-align: center;""><strong>B+</strong></td>
			<td style=""text-align: center;"">60 to 79</td>
		</tr>
		<tr>
			<td style=""text-align: center;""><strong>A+</strong></td>
			<td style=""text-align: center;"">80 to 100</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
