"id","course_id","banner_name","image_name","show_syllabus","show_enroll_now","show_refund_policy","show_enroll_close_date","show_free_download","status","banner_type","use_as_listing","banner_listing","added_date","modified_date","infographic_value","banner_tagline","show_banner_tagline","show_banner_share","banner_sub_desc","show_sub_desc","show_banner_phone","banner_phone","show_counselling_call","show_new_theme"
"1","1","Main Banner","9e1d499f81a7e525d8f9d8b353d6100d.jpg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2019-10-17 13:31:42","2020-10-21 20:10:03",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"2","2","banner","739f20a1b0c4ce3ff72c1f6c249e078a.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-19 13:18:17","2024-11-01 12:11:36",NULL,"8500+ Learners Enrolled","Y","Y","Master the high-demand art of contract drafting with a global perspective, work for international clients, and earn at least USD 1000-3000 per month in just 6 months!","Y","Y","+91 80474 86192","Y","Y"
"3","3","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-10-21 16:43:00","2019-10-21 16:10:40",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"4","3","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-10-21 16:56:06","2019-10-21 16:10:14",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"5","4","Banner","36cfdb17b892297fd1e5ea87f789d19d.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-21 17:11:34","2024-11-01 12:11:16",NULL,"700+  Learners Enrolled","Y","Y",,"N","Y","+91 80474 86192","Y","Y"
"6","3","banner","e7627a7b223d082232ae48621228039d.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-21 17:52:38","2024-11-01 12:11:22",NULL,"2100+ Learners Enrolled","Y","Y",,"N","Y","+91 80474 86192","Y","Y"
"7","6","Banner","b09e0e61fcdf915d1e4f3ebd6881b640.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-21 19:13:09","2026-06-02 14:06:44",NULL,"2600+ Learners Enrolled","Y","Y","Enhance your skills and work at top corporate law firms and be part of news-making corporate acquisitions","Y","Y","+91 80474 86192","Y","Y"
"8","7","banner","1ea23dd893bde6cd9d451cdfb8a5dea0.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-22 11:36:21","2019-11-19 15:11:59",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"9","8","Banner","3423e8a42751b5357ef7e6a3cc600ac2.jpg","Y","Y","N","N","N","A","primary",NULL,NULL,"2019-10-22 13:26:26","2020-08-04 21:08:50",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"10","10","banner","d7d396753fc1e9bbb68d77f42183c578.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-22 14:37:36","2019-11-19 15:11:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"11","9","banner","b5faf9b2d669ba71ce0dc8add2086428.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-22 15:35:49","2024-11-01 12:11:11",NULL,"2100+ Learners Enrolled","Y","Y","Enhance your credentials and skills in in Intellectual Property, Media and Entertainment Laws. Cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months.","Y","Y","+91 80474 86192","Y","Y"
"12","11","Banner","43770e17942866f183fa78081af50a95.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-22 16:06:59","2019-12-12 12:12:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"13","12","banner","56b3a0087edb5d8447ca2d426d3639ed.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-22 17:29:02","2019-12-12 12:12:03",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"14","13","Banner","7db3336d73579e02d4d812fb503394a8.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-22 18:10:25","2024-11-01 12:11:26",NULL,"500+  Learners Enrolled","Y","Y",,"N","Y","+91 80474 86192","Y","Y"
"15","14","Banner","d0884d1f6240648f6601f993507c9909.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-22 18:16:48","2019-12-12 12:12:51",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"16","15","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-10-23 11:43:50","2019-10-23 11:10:05",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"17","15","banner","2e8a473ea1cfae8560c0ac56bb926b5d.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2019-10-23 11:45:49","2023-06-05 13:06:40",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"18","16","Banner","8e70c5b43465e0a48699eb880045f3c5.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-23 11:48:45","2024-11-01 12:11:09",NULL,"800+  Learners Enrolled","Y","Y"," Acquire in-demand technology law skills with global significance, cater to international clientele, and achieve a minimum monthly income of USD 1000-3000 within six months ","Y","Y","+91 80474 86192","Y","Y"
"19","17","Banner","625d1bf2ae145e7f0a434123a3cde870.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-23 12:17:03","2023-12-06 17:12:01",NULL,"2000+ +  Learners Enrolled","Y","Y",,"N","Y","+91 98186 78383 ","Y","Y"
"20","18","Banner","76d3e5da70e078e654bc2289fc46aed9.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-23 12:24:40","2019-12-12 12:12:40",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"21","20","banner","0127cf48ea2102b7fe6c3cda5e2e4e47.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2019-10-23 13:16:00","2019-11-19 15:11:58",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"22","22","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-10-23 15:17:09","2019-10-23 15:10:26",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"23","22","Banner","c2c33cac3211ef049de11bc27fe770a7.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-10-23 15:22:07","2024-11-01 12:11:05",NULL,,"N","Y","Master the art of entrepreneurship and business laws administration, acquire versatile skills that will enable you to navigate various legal domains with confidence and open doors to a rewarding future as a lawyer or in-house counsel.  ","Y","Y","+91 80474 86192","Y","Y"
"24","23","banner","8201fa3ef2d51b50a4ac1cbcb4d0a461.jpg","Y","N","N","N","Y","A",NULL,NULL,NULL,"2019-10-23 15:37:59","2019-11-19 15:11:37",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"25","24","banner","84a6af54b477e61c536787dcf8fbfc10.jpg","Y","Y","Y","Y","Y","D",NULL,NULL,NULL,"2019-10-24 16:55:07","2019-12-10 19:12:11",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"26","26","Banner","1ae4401fc20d58306e198b929560bbb9.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-10-25 12:20:14","2020-08-08 17:08:30",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"27","27","banner","82ab9ddae1b9fa9d487714ba5da80c3f.jpg","Y","Y","N","Y","N","A","primary",NULL,,"2019-11-12 18:14:09","2021-09-27 12:09:42",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"28","28","banner","67a237989b42a5ecedd7e2775def8ebe.jpg","Y","Y","N","N","N","A","primary",NULL,NULL,"2019-11-12 19:13:04","2020-08-08 18:08:28",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"29","29","banner","69eee57cd5e4ee74e5bb290fbabf9ebf.jpg","Y","Y","N","N","N","A","primary",NULL,NULL,"2019-11-12 23:35:13","2020-07-21 15:07:36",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"30","30","banner","11bd32c85d695293ce140a60ca0c1970.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-13 00:09:56","2020-08-06 20:08:05",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"31","31","banner","03055425b60ffdcf93afba99136f3759.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-13 02:01:59","2020-08-08 18:08:35",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"32","32","banner","a3308e22c4b667fe5729bdf4c13ab000.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-13 14:30:34","2020-08-08 18:08:04",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"33","33","banner","b897cc1d78fd74ea80d46e67274f8bf0.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-13 15:39:21","2020-08-08 18:08:01",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"34","34","banner","f12b3fda408817e4a5424d5269047b28.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-13 23:48:36","2020-08-08 18:08:49",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"35","35","banner","2e88585b9c06b36c5f6b874308e8654a.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-14 00:25:21","2020-08-08 18:08:57",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"36","36","banner","1f3a03167314d28a06fbf89615976a46.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-14 00:56:03","2020-08-08 18:08:20",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"37","37","banner","778dcb61d46bd7c0af49a782d85c67c0.jpg","N","Y","N","N","Y","A",NULL,NULL,NULL,"2019-11-14 01:51:40","2019-11-19 14:11:52",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"38","38","banner","ce427070c1be632d5daaaef2f40b8214.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-14 02:39:53","2020-08-08 18:08:41",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"39","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 20:56:47","2019-11-14 21:11:09",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"40","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 20:58:05","2019-11-14 21:11:31",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"41","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 21:08:53","2019-11-14 21:11:43",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"42","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 21:10:48","2019-11-14 21:11:23",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"43","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 21:15:37","2019-11-14 21:11:23",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"44","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-14 21:16:32","2019-11-14 21:11:56",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"45","39","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-15 00:10:39","2019-11-15 00:11:03",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"46","39","banner","4f255e57dfb6db337b66450c8323418c.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-15 00:13:27","2020-08-08 18:08:20",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"47","40","banner","3728d5d0a770799a4367630b7d38a277.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-15 00:41:13","2020-08-08 18:08:26",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"48","41","banner","bbee51d6b87110de42768c80b8ddc51d.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-15 01:01:00","2020-08-08 18:08:26",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"49","42","banner","6b1a6f2de4e041cd32b19331140dfa55.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-15 02:37:17","2020-08-08 18:08:04",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"50","25","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-15 11:27:19","2019-11-15 11:11:08",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"51","25","banner","4dca587bca0502aae71bd6b0983e359a.jpg","N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-15 11:29:42","2019-11-28 13:11:44",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"52","5","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-15 13:41:37","2019-11-15 13:11:02",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"53","5","banner","9c2a9098bb1db4cd37f38e50c0bc0e88.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-11-15 13:46:29","2024-11-01 12:11:01",NULL,"2000+ Learners Enrolled","Y","Y"," Acquire in-demand technology law skills with global significance, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months","Y","Y","+91 80474 86192","Y","Y"
"54","19","banner","9718d26d0a92e987ec991903916a50aa.jpg","Y","Y","Y","Y","Y","D",NULL,NULL,NULL,"2019-11-16 11:41:10","2019-12-06 16:12:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"55","19","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-16 11:41:49","2019-11-16 11:11:24",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"57","61","banner","582189b364bb9c121ef1a7e856b69b29.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-21 20:52:57","2020-08-08 18:08:57",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"58","62","banner","1a7f9d4aa8cc493debd017c41b7e2550.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-11-21 23:11:50","2020-08-08 18:08:21",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"59","25","banner","931130f68bc40a32497d449cb2709403.jpg","N","Y","N","N","Y","A",NULL,NULL,NULL,"2019-11-22 00:30:23","2019-11-28 13:11:37",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"60","19","banner","fd9415b5318a930e50b3dc00444b4b7e.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2019-11-22 00:44:20","2023-12-08 09:12:02",NULL,"600+  Learners Enrolled","Y","Y",,"N","Y"," +91 98186 78383 ","Y","Y"
"61","63","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2019-11-22 12:18:52","2019-11-22 12:11:05",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"62","63","Banner","93b05bde65825a58a650b10595886e3d.jpg","N","Y","N","Y","N","A","primary",NULL,,"2019-11-22 12:26:39","2021-08-26 13:08:25",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"63","64","banner","e123c83ed406e3b1b7e55ac70807b7b6.jpg","N","Y","Y","N","Y","A","primary",NULL,,"2019-11-30 15:32:13","2021-12-16 15:12:30",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"64","65","banner","9f47deb8d06c8fb26838dd237c30feef.jpg","N","Y","Y","N","Y","A","primary",NULL,,"2019-12-02 11:26:24","2021-12-16 15:12:18",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"65","66","banner","17004f4192a2c8834faa8f2c1b5a63d9.jpg","N","Y","Y","N","Y","D",NULL,NULL,NULL,"2019-12-02 12:22:41","2019-12-02 12:12:51",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"66","67","Banner","9050320b78d22d6c8a36619f86ed648c.jpg","N","N","N","N","Y","A","primary",NULL,,"2019-12-10 14:24:06","2022-03-11 10:03:22",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"67","68","banner","d7e65f30333af554be9ef01a514caf53.jpg","Y","Y","N","N","N","A",NULL,NULL,NULL,"2019-12-10 15:41:50",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"68","69","banner","159a81dfdd29be21e28895666672abc0.jpg","N","Y","Y","N","Y","A","primary",NULL,NULL,"2019-12-10 16:53:05","2020-08-20 16:08:24",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"69","70","banner","c9c8813567a6498fb2d6dea1fc08e2a2.jpg","N","Y","N","Y","N","A","primary",NULL,,"2019-12-10 18:31:50","2022-08-17 20:08:43",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"70","71","banner","fef66850f9855a669aafc0a3d720adf0.jpg","Y","Y","N","N","Y","A","primary",NULL,NULL,"2019-12-10 19:38:12","2020-07-24 16:07:38",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"71","72","Banner","851c48750cbc08776a9f15a491ff1e66.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2020-01-20 13:21:10","2021-09-20 17:09:01",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"72","72","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2020-01-20 13:24:27","2020-01-20 13:01:17",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"73","72","Banner",NULL,"Y","Y","Y","Y","Y","D",NULL,NULL,NULL,"2020-01-20 13:26:07","2020-01-20 13:01:13",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"74","73","Banner","5479249e1b350de2ea75bd1629a5681d.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2020-02-21 16:04:30","2024-11-01 12:11:53",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"75","74","Banner","12aa0f8f414a3615e71ac6b3692103b0.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2020-03-25 19:48:55","2020-06-06 14:06:06",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"76","75","Banner","16e5bb1fb434d516054a639d6207b62f.jpg","Y","Y","Y","Y","Y","A",NULL,NULL,NULL,"2020-04-08 17:26:42","2020-04-10 14:04:14",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"77","76","Banner","4ce63c7507c2ad13e68d78bc02edc382.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2020-04-10 17:21:12","2024-11-01 12:11:47",NULL,"4000+  Learners Enrolled","Y","Y",,"N","Y","+91 80474 86192","Y","Y"
"78","77","banner","789e899633c97178d68b1f5d3c3eb458.jpg","N","Y","N","Y","N","A","primary",NULL,"4d3301f63138ee442b64c1c2b8d263c2.png","2020-05-02 13:29:42","2020-07-15 16:07:16",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"79","78","Banner","e61118ce023038da5720894ca3590636.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2020-05-04 16:07:43","2024-11-01 12:11:35",NULL,"12500+  Learners Enrolled","Y","Y","Master the art of effective communication in English, honing your skills for court, client counseling, drafting, and negotiations. Acquire a powerful legal vocabulary and refine your language for various scenarios, ensuring clarity and precision in your arguments and interactions.","Y","Y","+91 80474 86192","Y","Y"
"80","79","banner","4829a3ccfd9c0db2bbe42102f02431be.png","N","Y","N","Y","Y","A","primary",NULL,"83f2ee8b5b6bfb149f2ac2c381f63c63.png","2020-05-29 18:34:37","2021-12-16 15:12:46",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"81","80","Banner",NULL,"Y","Y","N","Y","Y","A","primary",NULL,NULL,"2020-06-05 13:39:24","2020-08-08 17:08:44",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"82","81","banner","65aa8958df1d1578ae8fa99fdca96734.jpg","Y","N","N","Y","N","A","primary",NULL,NULL,"2020-06-08 18:00:27","2020-08-08 17:08:42",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"83","82","banner","0f4e6dc1c35cef81e806ae61c4ea0989.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2020-06-09 13:39:18","2021-05-18 18:05:29",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"84","83","banner","590d4ff92384b966db37caf595a98fc0.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-09 16:27:11","2020-06-09 19:06:37",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"85","84","banner","098b1afb28e457b30b2c8bcda38bffc1.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-17 11:10:29",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"86","85","banner","2d46590aeacbe9bf71b047579993a450.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-17 11:27:40",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"87","86","banner","4d6535e3ce89ba02cb455acd86517b73.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-17 11:46:29",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"88","87","banner","8f74224974df1b1dda91c3ef6625503a.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-17 12:24:36",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"89","88","banner","72e10e6f6c20162e0e0d615f4e62f345.jpg","Y","Y","N","Y","N","A",NULL,NULL,NULL,"2020-06-17 12:34:48",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"90","89","Banner","f6caefe4eecd9d9778cf25831aef7237.jpg","N","Y","Y","N","Y","A","primary",NULL,,"2020-06-25 14:51:05","2024-11-01 12:11:25",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"91","90","Banner","66d248d13a4b9cd87c6e1d524d3a83d7.jpg","Y","Y","N","N","N","A","primary",NULL,,"2020-06-29 19:40:28","2021-09-03 18:09:20",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"92","91","banner","64bc05dff87716d3d4f952b8f9cbc776.jpg","N","Y","N","Y","Y","A","primary",NULL,"e96df7c5d065ab7b06ba0850bd79a273.jpg","2020-07-08 08:29:33","2021-09-13 16:09:36",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"93","92","banner","4e22fb233b3a94d4dada53d9901f60cb.jpg","N","Y","N","Y","Y","A","primary",NULL,"164c1dea268ae78a59f3b15ed2a9dff9.jpg","2020-07-10 15:33:34","2021-09-13 16:09:47",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"94","93","banner","5f544a156a057efefb8900ba9ed95356.jpg","N","Y","N","Y","Y","A","primary",NULL,"15210f7738f0aa5a894752c8e708cb4c.jpg","2020-07-18 10:37:33","2021-09-13 16:09:52",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"95","94","banner","d5df197c6b4c4d4836d5a602419ef116.jpg","N","Y","N","Y","Y","A","primary",NULL,"d5971535413cba063038ceaa382c63ae.jpg","2020-07-20 15:16:38","2021-09-13 16:09:40",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"96","95","Banner","0c0b85d6affadc87b339a7916d4841df.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2020-07-22 12:39:44","2023-12-06 16:12:41",NULL,"960+ Learners Enrolled","Y","Y","Enhance your HR career by mastering advanced legal skills, expanding your job prospects, and adding valuable legal expertise to your HR toolkit. ","Y","Y","+91 98186 78383 ","Y","Y"
"97","96","banner","c14a1155f95e8c025b4b7670618e0bd4.jpg","N","Y","Y","Y","N","A","primary",NULL,"ca48ddb75d31efc849730a3d3831ff29.jpg","2020-08-07 12:01:34","2021-05-05 14:05:29",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"98","97","banner",NULL,"N","N","N","N","Y","D",NULL,NULL,NULL,"2020-08-18 20:39:32","2020-08-18 20:08:43",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"99","97","Banner","743180a51f157a92f2153a4611cc7b71.jpg","N","Y","Y","N","Y","A","primary",NULL,NULL,"2020-08-18 20:47:33","2020-08-18 21:08:41",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"100","98","Banner","65b5cc2e7b4b69190cc4679a3b69d060.jpg","Y","Y","Y","Y","N","A","primary",NULL,NULL,"2020-09-01 13:26:48","2020-09-02 17:09:46",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"101","100","Banner","77e2dc7ae984366e82d6c3b5784c24aa.jpg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-09-08 12:52:47","2020-09-08 14:09:12",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"102","101","Banner","957cb7bdc8146d64217b54f47ab7ba99.jpg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2020-09-11 13:10:24","2020-09-11 14:09:31",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"103","99","banner","6a5dd2a36969bc569315fad575969b86.jpg","Y","Y","Y","Y","Y","A","primary",NULL,"00a0d4638bfa61e70ed085f32487009c.jpg","2020-09-14 19:16:46","2026-01-05 18:01:05","[{""infogra_key"":""rtr"",""infogra_val"":""er"",""infogra_image"":""pexelsphoto1363876_1633064343.jpeg""}]","Testing banner","Y","Y","Testing","Y","Y","58523652541","Y","Y"
"104","102","Banner","d172adc627b82da9135e69bd5cee90bf.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2020-09-15 13:37:04","2024-11-01 12:11:25",NULL,"3000+  learners enrolled","N","Y",,"N","Y","+91 80474 86192","Y","Y"
"105","103","banner","347ef0f543b6344b15f87a6c364dbbaa.jpg","N","Y","N","Y","Y","A","primary",NULL,"a037b6311d5586613a647c2ebdc110e6.jpg","2020-09-18 12:39:54","2021-09-13 16:09:29",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"106","104","Banner","df1b3008d563cb49fae9dd57880011cc.jpg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2020-09-25 13:35:14","2020-11-18 12:11:12",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"107","105","Banner","cfb95d26e13f91721c0c6aa34a5b9732.jpeg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2020-10-03 12:48:33","2020-11-17 12:11:23",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"108","106","Banner","f422f8f5c64d7f009dec850bafa7ebc4.jpg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-10-09 12:59:25","2020-10-09 13:10:23",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"109","107","Banner","354b7ce50caa1096501c4f67c3851d03.jpg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-10-17 12:42:01","2020-10-27 16:10:47",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"110","108","Banner","b8d0ae1a0c01d365dc0e1b23699eb3e4.jpg","N","Y","Y","N","Y","A","primary",NULL,,"2020-10-26 16:45:41","2021-12-16 15:12:15",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"111","109","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2020-10-29 10:16:45",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"112","111","Banner","f5aba287696ca570c5b2ac68c97312bc.jpg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-11-03 17:05:37","2020-11-03 18:11:02",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"113","112","Banner","6f260e86dd9d594f21939b78ed082cb2.jpeg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-11-04 15:38:30","2020-11-04 16:11:52",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
